City,District,Province,Type,Size mÂ²,Bedrooms,Bathrooms,Price $
Achrafieh,Beirut,Beirut,Apartment,175,3,3,500000
Ras Beirut,Beirut,Beirut,Apartment,615,4,4,3500000
Ras Beirut,Beirut,Beirut,Apartment,164,3,4,600000
Dbayeh,El Metn,Mount Lebanon,Apartment,120,3,2,165000
Batroun,Batroun,North,Apartment,56,1,1,130000
Jbeil,Jbeil,Mount Lebanon,Apartment,127,2,2,130000
Achrafieh,Beirut,Beirut,Apartment,370,3,4,1400000
Adma,Kesrouane,Mount Lebanon,Apartment,235,3,4,420000
Down Town,Beirut,Beirut,Apartment,484,4,5,3146000
Down Town,Beirut,Beirut,Apartment,562,3,4,3655000
Down Town,Beirut,Beirut,Apartment,428,3,4,2785000
Hboub,Jbeil,Mount Lebanon,Apartment,220,4,4,200000
Achrafieh,Beirut,Beirut,Apartment,500,4,5,2100000
Braij,Jbeil,Mount Lebanon,Apartment,200,3,3,110000
Adma,Kesrouane,Mount Lebanon,Apartment,310,4,6,775000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,160,3,3,170000
Hazmieh,Baabda,Mount Lebanon,Apartment,180,3,4,320000
Down Town,Beirut,Beirut,Apartment,246,3,4,1500000
Down Town,Beirut,Beirut,Apartment,546,3,4,3000000
Al Jamhour,Baabda,Mount Lebanon,Apartment,237,4,6,430000
Achrafieh,Beirut,Beirut,Apartment,268,3,4,750000
Ras Beirut,Beirut,Beirut,Apartment,190,3,3,750000
Down Town,Beirut,Beirut,Apartment,500,4,5,2800000
Ras Beirut,Beirut,Beirut,Apartment,162,3,3,250000
Kaslik,Kesrouane,Mount Lebanon,Apartment,290,4,4,275000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,185,3,3,425500
Adma,Kesrouane,Mount Lebanon,Apartment,300,4,5,700000
Ghine,Kesrouane,Mount Lebanon,Apartment,150,3,2,115000
Down Town,Beirut,Beirut,Apartment,350,3,4,2150000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,205,3,3,235000
Ras Beirut,Beirut,Beirut,Apartment,550,4,5,3750000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,150,3,3,170000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,150,3,3,170000
Ras Beirut,Beirut,Beirut,Apartment,174,3,3,750000
Achrafieh,Beirut,Beirut,Apartment,220,2,3,635000
Dbayeh,El Metn,Mount Lebanon,Apartment,222,3,4,1200000
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,2,105000
Ras Beirut,Beirut,Beirut,Apartment,250,3,4,1050000
Halat,Jbeil,Mount Lebanon,Apartment,300,4,5,300000
Dbayeh,El Metn,Mount Lebanon,Apartment,170,3,3,260000
Dbayeh,El Metn,Mount Lebanon,Apartment,170,3,3,300000
Ras Beirut,Beirut,Beirut,Apartment,300,4,4,970000
Ras Beirut,Beirut,Beirut,Apartment,500,4,4,1700000
Ras Beirut,Beirut,Beirut,Apartment,300,4,4,870000
Shayle,Kesrouane,Mount Lebanon,Apartment,268,3,4,340000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,175,3,4,425000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,180,3,4,420000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,287,3,5,450000
Mastita,Jbeil,Mount Lebanon,Apartment,160,3,2,155000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,160,3,3,140000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,200,3,4,350000
Achrafieh,Beirut,Beirut,Apartment,240,4,3,380000
Achrafieh,Beirut,Beirut,Apartment,270,3,4,950000
Ras Beirut,Beirut,Beirut,Apartment,300,3,3,1100000
Kaslik,Kesrouane,Mount Lebanon,Apartment,160,3,4,300000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,232,3,4,560000
Achrafieh,Beirut,Beirut,Apartment,220,3,3,500000
Mansourieh,El Metn,Mount Lebanon,Apartment,255,3,5,250000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,169,3,6,300000
Hboub,Jbeil,Mount Lebanon,Apartment,260,3,5,250000
Ras Beirut,Beirut,Beirut,Apartment,400,4,4,920000
Ras Beirut,Beirut,Beirut,Apartment,300,2,4,1500000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,550,7,7,450000
Adma,Kesrouane,Mount Lebanon,Apartment,380,3,5,750000
Hboub,Jbeil,Mount Lebanon,Apartment,150,3,3,200000
Ras Beirut,Beirut,Beirut,Apartment,270,2,3,450000
Sabtieh,El Metn,Mount Lebanon,Apartment,175,2,3,120000
Al Jamhour,Baabda,Mount Lebanon,Apartment,222,3,4,350000
Mar Takla,Baabda,Mount Lebanon,Apartment,210,3,4,700000
Jeita,Kesrouane,Mount Lebanon,Apartment,300,4,5,190000
Adma,Kesrouane,Mount Lebanon,Apartment,600,5,5,950000
Hboub,Jbeil,Mount Lebanon,Apartment,183,3,3,180000
Hboub,Jbeil,Mount Lebanon,Apartment,183,3,3,190000
Adma,Kesrouane,Mount Lebanon,Apartment,340,3,4,600000
Hboub,Jbeil,Mount Lebanon,Apartment,110,3,2,120000
Adma,Kesrouane,Mount Lebanon,Apartment,300,3,4,500000
Antelias,El Metn,Mount Lebanon,Apartment,160,2,2,130000
Jbeil,Jbeil,Mount Lebanon,Apartment,175,3,3,200000
Jbeil,Jbeil,Mount Lebanon,Apartment,320,5,5,230000
Ras Beirut,Beirut,Beirut,Apartment,250,3,3,1000000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,140,2,4,140000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,185,3,4,180000
Achrafieh,Beirut,Beirut,Apartment,500,4,5,2000000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,240,3,3,185000
Adma,Kesrouane,Mount Lebanon,Apartment,275,3,4,420000
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,160000
Hboub,Jbeil,Mount Lebanon,Apartment,140,3,3,140000
Hboub,Jbeil,Mount Lebanon,Apartment,140,3,3,140000
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,160000
Baabda,Baabda,Mount Lebanon,Apartment,396,3,4,600000
Fanar,El Metn,Mount Lebanon,Apartment,120,2,2,185000
Maaysra,Kesrouane,Mount Lebanon,Apartment,220,3,3,125000
Maaysra,Kesrouane,Mount Lebanon,Apartment,350,3,3,175000
Maaysra,Kesrouane,Mount Lebanon,Apartment,220,3,3,130000
Louaize,Baabda,Mount Lebanon,Apartment,250,3,3,525000
Aamchit,Jbeil,Mount Lebanon,Apartment,185,3,3,185000
Ghadir,Kesrouane,Mount Lebanon,Apartment,185,3,3,250000
Ras Beirut,Beirut,Beirut,Apartment,155,2,3,650000
Ras Beirut,Beirut,Beirut,Apartment,225,3,3,950000
Hboub,Jbeil,Mount Lebanon,Apartment,175,3,4,200000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,154,2,2,215000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,165,3,3,180000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,165,3,3,250000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,265,3,3,280000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,180,3,3,180000
Blat,Jbeil,Mount Lebanon,Apartment,110,2,2,115000
Sarba,Kesrouane,Mount Lebanon,Apartment,200,3,3,245000
Ghadir,Kesrouane,Mount Lebanon,Apartment,125,2,2,210000
Ghadir,Kesrouane,Mount Lebanon,Apartment,165,3,3,230000
Hazmieh,Baabda,Mount Lebanon,Apartment,225,3,3,360000
Ras Beirut,Beirut,Beirut,Apartment,410,4,5,1700000
Achrafieh,Beirut,Beirut,Apartment,380,4,4,795000
Bouar,Kesrouane,Mount Lebanon,Apartment,350,4,4,450000
Achrafieh,Beirut,Beirut,Apartment,540,3,4,1200000
Kfour,Kesrouane,Mount Lebanon,Apartment,232,2,2,130000
Kfour,Kesrouane,Mount Lebanon,Apartment,272,5,6,265000
Down Town,Beirut,Beirut,Apartment,187,2,3,1366000
Shayle,Kesrouane,Mount Lebanon,Apartment,210,3,3,210000
Achrafieh,Beirut,Beirut,Apartment,630,4,6,1700000
Sarba,Kesrouane,Mount Lebanon,Apartment,180,3,3,190000
Achrafieh,Beirut,Beirut,Apartment,250,3,3,710000
Achrafieh,Beirut,Beirut,Apartment,250,3,3,650000
Kaslik,Kesrouane,Mount Lebanon,Apartment,170,3,3,300000
Achrafieh,Beirut,Beirut,Apartment,190,2,0,1200000
Jounieh,Kesrouane,Mount Lebanon,Apartment,165,3,3,220000
Ras Beirut,Beirut,Beirut,Apartment,120,2,2,270000
Achrafieh,Beirut,Beirut,Apartment,265,3,3,650000
Down Town,Beirut,Beirut,Apartment,250,3,3,1500000
Down Town,Beirut,Beirut,Apartment,500,4,5,3500000
Sarba,Kesrouane,Mount Lebanon,Apartment,110,2,2,114000
Ras El Nabeh,Beirut,Beirut,Apartment,170,2,3,400000
Ras El Nabeh,Beirut,Beirut,Apartment,245,3,4,450000
Sarba,Kesrouane,Mount Lebanon,Apartment,110,2,2,98000
Yarzeh,Baabda,Mount Lebanon,Apartment,300,3,4,1200000
Yarzeh,Baabda,Mount Lebanon,Apartment,206,3,4,600000
Achrafieh,Beirut,Beirut,Apartment,120,2,2,250000
Achrafieh,Beirut,Beirut,Apartment,135,2,2,280000
Achrafieh,Beirut,Beirut,Apartment,250,3,3,500000
Monteverde,El Metn,Mount Lebanon,Apartment,450,3,5,850000
New Rawda,El Metn,Mount Lebanon,Apartment,360,5,4,250000
Hosrayel,Jbeil,Mount Lebanon,Apartment,160,3,3,135000
Sarba,Kesrouane,Mount Lebanon,Apartment,150,3,3,140000
Yarzeh,Baabda,Mount Lebanon,Apartment,460,3,4,1450000
Jal el Dib,El Metn,Mount Lebanon,Apartment,125,2,2,150000
Monteverde,El Metn,Mount Lebanon,Apartment,420,3,3,840000
Adma,Kesrouane,Mount Lebanon,Apartment,320,4,4,340000
Achrafieh,Beirut,Beirut,Apartment,450,3,3,1200000
Broumana,El Metn,Mount Lebanon,Apartment,240,3,2,240000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,170,2,2,150000
Braij,Jbeil,Mount Lebanon,Apartment,120,2,2,110000
Braij,Jbeil,Mount Lebanon,Apartment,118,2,2,106000
Bouar,Kesrouane,Mount Lebanon,Apartment,140,3,1,150000
Ain Najem,El Metn,Mount Lebanon,Apartment,220,3,3,350000
Adonis,Kesrouane,Mount Lebanon,Apartment,160,3,2,110000
Achrafieh,Beirut,Beirut,Apartment,430,4,4,2200000
Achrafieh,Beirut,Beirut,Apartment,115,2,2,518000
Achrafieh,Beirut,Beirut,Apartment,151,2,3,680000
Achrafieh,Beirut,Beirut,Apartment,500,4,5,2800000
Fanar,El Metn,Mount Lebanon,Apartment,260,4,5,280000
Jbeil,Jbeil,Mount Lebanon,Apartment,160,3,3,250000
Blat,Jbeil,Mount Lebanon,Apartment,127,3,2,100000
Bentaael,Jbeil,Mount Lebanon,Apartment,290,4,5,170000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,143,2,2,135000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,121,2,2,115000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,128,2,2,100000
Rabweh,El Metn,Mount Lebanon,Apartment,230,3,3,290000
Ghadir,Kesrouane,Mount Lebanon,Apartment,215,3,3,475000
Ghadir,Kesrouane,Mount Lebanon,Apartment,215,3,3,450000
Rabweh,El Metn,Mount Lebanon,Apartment,230,3,4,300000
Rabweh,El Metn,Mount Lebanon,Apartment,350,3,4,400000
Adonis,Kesrouane,Mount Lebanon,Apartment,140,3,2,120000
Batroun,Batroun,North,Apartment,225,3,3,170000
Blat,Jbeil,Mount Lebanon,Apartment,180,3,3,200000
Halat,Jbeil,Mount Lebanon,Apartment,155,3,3,125000
Dbayeh,El Metn,Mount Lebanon,Apartment,100,2,2,130000
Adma,Kesrouane,Mount Lebanon,Apartment,150,3,4,185000
Fanar,El Metn,Mount Lebanon,Apartment,220,3,3,350000
Bsalim,El Metn,Mount Lebanon,Apartment,350,3,3,490000
Edde,Jbeil,Mount Lebanon,Apartment,160,3,2,110000
Edde,Jbeil,Mount Lebanon,Apartment,300,3,3,200000
Achrafieh,Beirut,Beirut,Apartment,190,2,3,675000
Kfour,Kesrouane,Mount Lebanon,Apartment,300,4,4,900000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,320,4,4,250000
Monteverde,El Metn,Mount Lebanon,Apartment,480,4,4,500000
Adma,Kesrouane,Mount Lebanon,Apartment,1100,6,8,6000000
chnaniir,Kesrouane,Mount Lebanon,Apartment,330,3,5,350000
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,190,3,3,280000
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,145,3,3,210000
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,145,3,3,255000
Mtayleb,El Metn,Mount Lebanon,Apartment,250,3,2,250000
Jbeil,Jbeil,Mount Lebanon,Apartment,330,4,4,200000
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,150000
Achrafieh,Beirut,Beirut,Apartment,240,3,3,575000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,320,2,4,320000
Aamchit,Jbeil,Mount Lebanon,Apartment,150,2,3,160000
Badaro,Beirut,Beirut,Apartment,155,2,2,265000
Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,150,3,3,200000
Dlebta,Kesrouane,Mount Lebanon,Apartment,880,3,2,550000
Faytroun,Kesrouane,Mount Lebanon,Apartment,150,3,3,175000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,200,3,4,290000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,208,3,4,320000
Mtayleb,El Metn,Mount Lebanon,Apartment,350,4,4,700000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,417,4,5,485000
Bouar,Kesrouane,Mount Lebanon,Apartment,140,3,3,120000
Tabarja,Kesrouane,Mount Lebanon,Apartment,110,2,2,125000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,235,3,4,290000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,210,3,4,300000
Jbeil,Jbeil,Mount Lebanon,Apartment,185,3,3,165000
Bouar,Kesrouane,Mount Lebanon,Apartment,166,3,4,170000
Qartaboun,Jbeil,Mount Lebanon,Apartment,107,2,2,100000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,200,4,4,500000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,160,3,4,330000
Hboub,Jbeil,Mount Lebanon,Apartment,310,3,3,325000
Hboub,Jbeil,Mount Lebanon,Apartment,200,3,3,200000
Hboub,Jbeil,Mount Lebanon,Apartment,212,3,3,250000
Blat,Jbeil,Mount Lebanon,Apartment,125,2,2,132000
Rabweh,El Metn,Mount Lebanon,Apartment,240,2,3,325000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,150,3,2,200000
Down Town,Beirut,Beirut,Apartment,230,3,4,1200000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,180,3,3,200000
Gherfine,Jbeil,Mount Lebanon,Apartment,210,3,3,140000
Broumana,El Metn,Mount Lebanon,Apartment,450,4,4,450000
Mtayleb,El Metn,Mount Lebanon,Apartment,450,3,4,900000
Clemenceau,Beirut,Beirut,Apartment,900,5,6,3200000
Baabda,Baabda,Mount Lebanon,Apartment,340,4,4,665000
Achrafieh,Beirut,Beirut,Apartment,460,4,5,1800000
Achrafieh,Beirut,Beirut,Apartment,190,3,4,400000
Broumana,El Metn,Mount Lebanon,Apartment,450,5,5,410000
Jbeil,Jbeil,Mount Lebanon,Apartment,101,2,2,130000
Halat,Jbeil,Mount Lebanon,Apartment,150,3,3,135000
Jbeil,Jbeil,Mount Lebanon,Apartment,230,3,4,285000
Blat,Jbeil,Mount Lebanon,Apartment,160,3,2,155000
Bkerke,Kesrouane,Mount Lebanon,Apartment,235,3,3,500000
Jbeil,Jbeil,Mount Lebanon,Apartment,430,2,4,330000
Jbeil,Jbeil,Mount Lebanon,Apartment,170,3,4,180000
Achrafieh,Beirut,Beirut,Apartment,210,2,3,400000
Jbeil,Jbeil,Mount Lebanon,Apartment,125,2,2,165000
Achrafieh,Beirut,Beirut,Apartment,145,3,3,350000
Achrafieh,Beirut,Beirut,Apartment,270,3,3,500000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,380,3,5,400000
Broumana,El Metn,Mount Lebanon,Apartment,230,3,2,275000
Jbeil,Jbeil,Mount Lebanon,Apartment,170,2,2,155000
Jal el Dib,El Metn,Mount Lebanon,Apartment,260,3,3,250000
Achrafieh,Beirut,Beirut,Apartment,470,4,3,800000
Ras Beirut,Beirut,Beirut,Apartment,255,3,3,500000
Baabda,Baabda,Mount Lebanon,Apartment,270,3,4,650000
Adma,Kesrouane,Mount Lebanon,Apartment,180,3,3,220000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,90,2,1,93000
Achrafieh,Beirut,Beirut,Apartment,420,4,4,1250000
Achrafieh,Beirut,Beirut,Apartment,140,2,2,425000
Mansourieh,El Metn,Mount Lebanon,Apartment,300,3,5,380000
Batroun,Batroun,North,Apartment,168,2,2,200000
Douar,El Metn,Mount Lebanon,Apartment,120,2,3,150000
Douar,El Metn,Mount Lebanon,Apartment,150,3,3,200000
Jdeideh,El Metn,Mount Lebanon,Apartment,240,3,3,300000
Halat,Jbeil,Mount Lebanon,Apartment,180,3,3,140000
Blat,Jbeil,Mount Lebanon,Apartment,300,3,4,220000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,170,3,3,135000
Safra,Kesrouane,Mount Lebanon,Apartment,150,3,2,110000
Ghosta,Kesrouane,Mount Lebanon,Apartment,165,3,2,105000
Ghosta,Kesrouane,Mount Lebanon,Apartment,170,3,3,150000
Rihaniyeh,Baabda,Mount Lebanon,Apartment,340,3,4,850000
Halat,Jbeil,Mount Lebanon,Apartment,95,3,3,120000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,285,4,6,427000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,360,3,5,575000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,220,3,4,375000
Zikrit,El Metn,Mount Lebanon,Apartment,125,2,2,110000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,128,3,1,110000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,170,3,3,350000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,170,3,3,300000
Halat,Jbeil,Mount Lebanon,Apartment,150,3,3,236000
Fatqa,Kesrouane,Mount Lebanon,Apartment,220,3,3,170000
Fatqa,Kesrouane,Mount Lebanon,Apartment,250,3,4,200000
Mastita,Jbeil,Mount Lebanon,Apartment,130,2,2,135000
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,200,3,3,230000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,135,2,2,180000
Klayaat,Kesrouane,Mount Lebanon,Apartment,155,2,2,150000
Hosrayel,Jbeil,Mount Lebanon,Apartment,145,3,3,160000
Achrafieh,Beirut,Beirut,Apartment,500,4,3,2000000
Rayfoun,Kesrouane,Mount Lebanon,Apartment,350,4,6,675000
Zalka,El Metn,Mount Lebanon,Apartment,220,3,2,250000
Bsalim,El Metn,Mount Lebanon,Apartment,250,3,3,600000
Shayle,Kesrouane,Mount Lebanon,Apartment,195,3,3,200000
Fanar,El Metn,Mount Lebanon,Apartment,175,3,3,300000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,360,3,3,350000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,300,3,5,450000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,440,4,6,720000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,224,3,5,400000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,224,3,4,350000
Kaslik,Kesrouane,Mount Lebanon,Apartment,300,3,4,500000
Jbeil,Jbeil,Mount Lebanon,Apartment,98,2,1,150000
Tabarja,Kesrouane,Mount Lebanon,Apartment,150,3,3,210000
Blat,Jbeil,Mount Lebanon,Apartment,150,3,3,195000
Blat,Jbeil,Mount Lebanon,Apartment,250,3,3,195000
Blat,Jbeil,Mount Lebanon,Apartment,125,2,2,120000
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,185,3,2,160000
Maaysra,Kesrouane,Mount Lebanon,Apartment,110,2,2,100000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,270,3,4,450000
Jounieh,Kesrouane,Mount Lebanon,Apartment,260,3,5,360000
Jounieh,Kesrouane,Mount Lebanon,Apartment,370,5,4,370000
Jounieh,Kesrouane,Mount Lebanon,Apartment,185,3,3,240000
Badaro,Beirut,Beirut,Apartment,300,4,4,735000
Shayle,Kesrouane,Mount Lebanon,Apartment,145,2,3,155000
Achrafieh,Beirut,Beirut,Apartment,80,1,1,300000
Jeita,Kesrouane,Mount Lebanon,Apartment,180,3,4,170000
Jbeil,Jbeil,Mount Lebanon,Apartment,300,4,5,300000
Tabarja,Kesrouane,Mount Lebanon,Apartment,135,2,2,140000
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,250,3,4,150000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,205,3,3,350000
Achrafieh,Beirut,Beirut,Apartment,200,3,2,600000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,250,3,4,325000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,260,3,4,425000
Qartaboun,Jbeil,Mount Lebanon,Apartment,147,3,3,160000
Fanar,El Metn,Mount Lebanon,Apartment,250,3,5,1100000
Bouar,Kesrouane,Mount Lebanon,Apartment,160,3,3,140000
Safra,Kesrouane,Mount Lebanon,Apartment,150,4,2,200000
Basbina,Batroun,North,Apartment,169,3,3,135000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,280,3,4,650000
Mar Takla,Baabda,Mount Lebanon,Apartment,180,3,4,370000
Daychounieh,El Metn,Mount Lebanon,Apartment,205,3,3,320000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,155,3,3,250000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,150,3,3,145000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,270,3,4,290000
Mtayleb,El Metn,Mount Lebanon,Apartment,450,4,5,500000
Achrafieh,Beirut,Beirut,Apartment,145,2,2,650000
Ain Al Remmane,Baabda,Mount Lebanon,Apartment,140,3,2,150000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,270,3,3,550000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,285,4,4,655000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,545,7,6,624000
Bouar,Kesrouane,Mount Lebanon,Apartment,125,4,4,270000
Adma,Kesrouane,Mount Lebanon,Apartment,210,3,4,710000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,485,5,7,610000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,310,4,5,460000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,130,2,2,88000
Achrafieh,Beirut,Beirut,Apartment,270,3,4,650000
Achrafieh,Beirut,Beirut,Apartment,185,3,3,340000
Achrafieh,Beirut,Beirut,Apartment,165,2,3,450000
Batroun,Batroun,North,Apartment,165,3,3,175000
Achrafieh,Beirut,Beirut,Apartment,330,3,3,1000000
Basbina,Batroun,North,Apartment,200,2,3,200000
Basbina,Batroun,North,Apartment,142,2,3,142000
Batroun,Batroun,North,Apartment,85,1,1,115000
Badaro,Beirut,Beirut,Apartment,365,3,5,680000
Jeita,Kesrouane,Mount Lebanon,Apartment,320,3,3,275000
Achrafieh,Beirut,Beirut,Apartment,380,3,5,1250000
Batroun,Batroun,North,Apartment,154,3,2,154000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,234,3,3,360000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,160,4,5,300000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,155,2,3,350000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,165,3,3,190000
Biyada,El Metn,Mount Lebanon,Apartment,310,3,3,550000
Naccache,El Metn,Mount Lebanon,Apartment,500,4,4,500000
Hboub,Jbeil,Mount Lebanon,Apartment,303,4,4,225000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,235,3,3,440000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,235,3,3,408000
Chekka,Batroun,North,Apartment,150,3,3,125000
Chekka,Batroun,North,Apartment,191,3,2,200000
Blat,Jbeil,Mount Lebanon,Apartment,200,3,3,270000
Ballouneh,Kesrouane,Mount Lebanon,Apartment,160,3,3,270000
Jbeil,Jbeil,Mount Lebanon,Apartment,165,3,3,205000
Ijdabra,Batroun,North,Apartment,174,3,3,230000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,120,2,2,90000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,165,3,2,300000
Dekweneh,El Metn,Mount Lebanon,Apartment,260,3,4,318000
Halat,Jbeil,Mount Lebanon,Apartment,174,3,3,159000
Halat,Jbeil,Mount Lebanon,Apartment,114,2,2,120000
Qannabet Broumana,El Metn,Mount Lebanon,Apartment,215,3,3,550000
Aamchit,Jbeil,Mount Lebanon,Apartment,275,3,3,350000
Kaslik,Kesrouane,Mount Lebanon,Apartment,300,3,3,550000
Achrafieh,Beirut,Beirut,Apartment,380,4,4,1250000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,172,2,3,300000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,330,3,5,500000
Hboub,Jbeil,Mount Lebanon,Apartment,134,2,2,154000
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,220,3,3,250000
Adonis,Kesrouane,Mount Lebanon,Apartment,170,3,4,170000
Zikrit,El Metn,Mount Lebanon,Apartment,130,3,2,160000
