City,District,Province,Type,Size mÂ²,Bedrooms,Bathrooms,Price $
Ghazir,Kesrouane,Mount Lebanon,Apartment,969,4,4,4800000
Ghazir,Kesrouane,Mount Lebanon,Apartment,110,1,1,330000
Ghazir,Kesrouane,Mount Lebanon,Apartment,164,3,4,495000
Adma,Kesrouane,Mount Lebanon,Apartment,330,5,7,650000
Mar Roukoz,El Metn,Mount Lebanon,Apartment,396,3,3,350000
Mar Roukoz,El Metn,Mount Lebanon,Apartment,186,3,3,230000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,260,3,4,250000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,115,2,2,128000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,125,3,2,135000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,140,3,2,173000
Halat,Jbeil,Mount Lebanon,Apartment,360,3,5,300000
Halat,Jbeil,Mount Lebanon,Apartment,210,3,3,225000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,150,3,3,225000
Bouar,Kesrouane,Mount Lebanon,Apartment,150,4,2,350000
Jbeil,Jbeil,Mount Lebanon,Apartment,390,4,3,725000
Adonis,Kesrouane,Mount Lebanon,Apartment,450,3,3,300000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,110,3,2,103000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,350,3,4,920000
Hboub,Jbeil,Mount Lebanon,Apartment,340,3,3,200000
Naccache,El Metn,Mount Lebanon,Apartment,270,4,4,466000
Dekweneh,El Metn,Mount Lebanon,Apartment,260,3,3,1003000
Bsalim,El Metn,Mount Lebanon,Apartment,204,3,4,329000
Mansourieh,El Metn,Mount Lebanon,Apartment,205,3,3,260000
Fatqa,Kesrouane,Mount Lebanon,Apartment,350,4,6,350000
Ain El Rihani,Kesrouane,Mount Lebanon,Apartment,165,3,2,130000
Qannabet Broumana,El Metn,Mount Lebanon,Apartment,210,3,3,325000
Achrafieh,Beirut,Beirut,Apartment,160,3,3,500000
Batroun,Batroun,North,Apartment,96,1,2,250000
Baabdat,El Metn,Mount Lebanon,Apartment,280,3,3,490000
Naccache,El Metn,Mount Lebanon,Apartment,220,3,4,350000
Antelias,El Metn,Mount Lebanon,Apartment,185,3,3,550000
Aamchit,Jbeil,Mount Lebanon,Apartment,300,3,3,150000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,250,2,4,180000
Broumana,El Metn,Mount Lebanon,Apartment,300,2,3,450000
Achrafieh,Beirut,Beirut,Apartment,330,3,3,1200000
Dekweneh,El Metn,Mount Lebanon,Apartment,140,3,2,200000
Rabweh,El Metn,Mount Lebanon,Apartment,350,4,4,425000
Ghadir,Kesrouane,Mount Lebanon,Apartment,180,3,3,250000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,265,3,3,350000
Aamchit,Jbeil,Mount Lebanon,Apartment,76,1,1,55000
Fanar,El Metn,Mount Lebanon,Apartment,380,5,5,320000
Bchelli,Jbeil,Mount Lebanon,Apartment,90,2,1,65000
Achrafieh,Beirut,Beirut,Apartment,475,4,4,1450000
Tabarja,Kesrouane,Mount Lebanon,Apartment,124,2,2,125000
Mansourieh,El Metn,Mount Lebanon,Apartment,115,2,2,115000
Mansourieh,El Metn,Mount Lebanon,Apartment,190,3,2,155000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,240,3,4,440000
Achrafieh,Beirut,Beirut,Apartment,130,2,2,250000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,220,3,4,280000
Broumana,El Metn,Mount Lebanon,Apartment,222,3,4,330000
Jeita,Kesrouane,Mount Lebanon,Apartment,135,3,3,250000
Achrafieh,Beirut,Beirut,Apartment,325,2,3,1100000
Kfour,Kesrouane,Mount Lebanon,Apartment,230,3,3,150000
Beit Meri,El Metn,Mount Lebanon,Apartment,235,3,3,450000
Broumana,El Metn,Mount Lebanon,Apartment,154,3,3,220000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,215,3,4,430000
Daychounieh,El Metn,Mount Lebanon,Apartment,150,3,3,225000
Daychounieh,El Metn,Mount Lebanon,Apartment,150,3,3,180000
Adma,Kesrouane,Mount Lebanon,Apartment,240,3,5,660000
Mansourieh,El Metn,Mount Lebanon,Apartment,167,3,3,340000
Beit Chabeb,El Metn,Mount Lebanon,Apartment,140,2,2,150000
Mar Roukoz,El Metn,Mount Lebanon,Apartment,174,3,3,300000
Ghazir,Kesrouane,Mount Lebanon,Apartment,130,2,2,170000
Biyada,El Metn,Mount Lebanon,Apartment,700,6,5,950000
Mansourieh,El Metn,Mount Lebanon,Apartment,276,4,4,350000
Blat,Jbeil,Mount Lebanon,Apartment,140,3,2,155000
Aatchane,El Metn,Mount Lebanon,Apartment,240,3,4,600000
Achrafieh,Beirut,Beirut,Apartment,300,4,3,1100000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,265,3,3,475000
Tabarja,Kesrouane,Mount Lebanon,Apartment,500,4,5,1200000
Tabarja,Kesrouane,Mount Lebanon,Apartment,227,2,3,600000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,500,4,5,850000
Achrafieh,Beirut,Beirut,Apartment,185,3,3,550000
Dbayeh,El Metn,Mount Lebanon,Apartment,700,5,6,4150000
Gherfine,Jbeil,Mount Lebanon,Apartment,125,2,2,125000
Achrafieh,Beirut,Beirut,Apartment,300,3,3,1950000
Achrafieh,Beirut,Beirut,Apartment,375,3,2,475000
Adma,Kesrouane,Mount Lebanon,Apartment,300,3,4,400000
Achrafieh,Beirut,Beirut,Apartment,200,3,3,560000
Achrafieh,Beirut,Beirut,Apartment,170,2,3,459000
Achrafieh,Beirut,Beirut,Apartment,235,3,3,500000
Beit Meri,El Metn,Mount Lebanon,Apartment,190,3,3,475000
Monteverde,El Metn,Mount Lebanon,Apartment,320,3,4,430000
Achrafieh,Beirut,Beirut,Apartment,265,3,3,850000
Achrafieh,Beirut,Beirut,Apartment,265,3,3,650000
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,600,4,5,900000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,320,4,3,450000
Achrafieh,Beirut,Beirut,Apartment,200,3,3,450000
Baabda,Baabda,Mount Lebanon,Apartment,319,4,6,600000
Monteverde,El Metn,Mount Lebanon,Apartment,260,3,4,410000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,187,3,3,170000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,220,4,3,240000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,200,2,2,130000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,153,2,2,260000
Basbina,Batroun,North,Apartment,135,2,2,200000
Achrafieh,Beirut,Beirut,Apartment,230,3,3,850000
Achrafieh,Beirut,Beirut,Apartment,150,2,2,500000
Mansourieh,El Metn,Mount Lebanon,Apartment,235,3,4,385000
Aamchit,Jbeil,Mount Lebanon,Apartment,312,4,4,470000
Achrafieh,Beirut,Beirut,Apartment,227,3,2,1000000
Edde,Jbeil,Mount Lebanon,Apartment,150,2,2,150000
Louaize,Baabda,Mount Lebanon,Apartment,200,3,4,400000
Achrafieh,Beirut,Beirut,Apartment,155,2,2,390000
Mar Roukoz,El Metn,Mount Lebanon,Apartment,110,2,2,199000
Achrafieh,Beirut,Beirut,Apartment,250,3,3,600000
Achrafieh,Beirut,Beirut,Apartment,245,3,3,700000
Horsh Tabet,El Metn,Mount Lebanon,Apartment,295,3,4,700000
Achrafieh,Beirut,Beirut,Apartment,176,3,3,415000
Sin El Fil,El Metn,Mount Lebanon,Apartment,192,3,3,340000
Sin El Fil,El Metn,Mount Lebanon,Apartment,400,4,4,600000
Adma,Kesrouane,Mount Lebanon,Apartment,637,6,6,750000
Adma,Kesrouane,Mount Lebanon,Apartment,213,3,4,430000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,118,2,2,136000
Aoukar,El Metn,Mount Lebanon,Apartment,168,2,3,299000
Aoukar,El Metn,Mount Lebanon,Apartment,168,2,3,375000
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,118,2,2,136000
Batroun,Batroun,North,Apartment,166,3,3,250000
Batroun,Batroun,North,Apartment,175,3,3,225000
Hazmieh,Baabda,Mount Lebanon,Apartment,338,4,6,750000
Achrafieh,Beirut,Beirut,Apartment,200,2,3,480000
Hboub,Jbeil,Mount Lebanon,Apartment,150,3,2,100000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,160,3,2,300000
Baabda,Baabda,Mount Lebanon,Apartment,360,4,5,650000
Aoukar,El Metn,Mount Lebanon,Apartment,168,2,3,280000
Naccache,El Metn,Mount Lebanon,Apartment,145,3,2,240000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,165,3,2,200000
Achrafieh,Beirut,Beirut,Apartment,200,3,3,430000
Hboub,Jbeil,Mount Lebanon,Apartment,340,3,3,220000
Mejdel,Jbeil,Mount Lebanon,Apartment,3500,6,8,1000000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,185,2,3,200000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,275,3,4,400000
Zalka,El Metn,Mount Lebanon,Apartment,135,3,3,195000
Jbeil,Jbeil,Mount Lebanon,Apartment,205,4,2,190000
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,190,3,3,230000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,255,3,4,600000
Aamchit,Jbeil,Mount Lebanon,Apartment,125,3,2,110000
Halat,Jbeil,Mount Lebanon,Apartment,150,3,3,150000
Aamchit,Jbeil,Mount Lebanon,Apartment,130,2,2,130000
Rabieh,El Metn,Mount Lebanon,Apartment,450,3,4,950000
Naccache,El Metn,Mount Lebanon,Apartment,220,3,3,230000
Safra,Kesrouane,Mount Lebanon,Apartment,150,3,3,240000
Maameltein,Kesrouane,Mount Lebanon,Apartment,200,3,3,350000
Maameltein,Kesrouane,Mount Lebanon,Apartment,200,3,3,340000
Adonis,Kesrouane,Mount Lebanon,Apartment,240,3,3,240000
Edde,Jbeil,Mount Lebanon,Apartment,160,3,3,165000
Qornet El Hamra,El Metn,Mount Lebanon,Apartment,210,3,3,255000
Hazmieh,Baabda,Mount Lebanon,Apartment,150,2,4,300000
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,295,4,4,650000
Ain Aar,El Metn,Mount Lebanon,Apartment,275,4,3,370000
Jdeideh,El Metn,Mount Lebanon,Apartment,200,3,3,400000
Mansourieh,El Metn,Mount Lebanon,Apartment,160,2,3,230000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,165,3,3,190000
Nabey,El Metn,Mount Lebanon,Apartment,150,2,2,215000
Mar Takla,Baabda,Mount Lebanon,Apartment,420,4,5,775000
Antelias,El Metn,Mount Lebanon,Apartment,120,2,2,185000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,133,2,3,160000
Mechmech,Jbeil,Mount Lebanon,Apartment,240,4,6,250000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,180,3,3,150000
Edde,Jbeil,Mount Lebanon,Apartment,230,3,3,240000
Ain El Rihani,Kesrouane,Mount Lebanon,Apartment,275,3,3,300000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,350,4,5,600000
Kaslik,Kesrouane,Mount Lebanon,Apartment,170,3,2,160000
Mar Takla,Baabda,Mount Lebanon,Apartment,260,3,4,490000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,195,3,3,150000
Naccache,El Metn,Mount Lebanon,Apartment,240,4,3,450000
Jal el Dib,El Metn,Mount Lebanon,Apartment,300,4,3,420000
Shayle,Kesrouane,Mount Lebanon,Apartment,400,5,3,375000
Shayle,Kesrouane,Mount Lebanon,Apartment,400,5,3,500000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,300,3,3,300000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,156,3,3,250000
Louaize,Baabda,Mount Lebanon,Apartment,170,3,3,330000
Louaize,Baabda,Mount Lebanon,Apartment,270,4,5,370000
Beit el Chaar,El Metn,Mount Lebanon,Apartment,210,3,3,250000
Antelias,El Metn,Mount Lebanon,Apartment,190,3,3,350000
Baabdat,El Metn,Mount Lebanon,Apartment,270,4,4,290000
Adma,Kesrouane,Mount Lebanon,Apartment,500,4,5,1800000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,600,6,6,825000
Dbayeh,El Metn,Mount Lebanon,Apartment,300,3,4,650000
Batroun,Batroun,North,Apartment,140,3,2,160000
Jal el Dib,El Metn,Mount Lebanon,Apartment,190,3,2,170000
Qannabet Broumana,El Metn,Mount Lebanon,Apartment,220,3,4,395000
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,147,3,2,180000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,300,3,4,495000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,105,2,2,126000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,173,3,3,173000
Nabey,El Metn,Mount Lebanon,Apartment,118,3,3,265000
Achrafieh,Beirut,Beirut,Apartment,180,3,3,300000
Jdayel,Jbeil,Mount Lebanon,Apartment,125,2,2,125000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,190,3,4,220000
Halat,Jbeil,Mount Lebanon,Apartment,185,3,3,260000
Adma,Kesrouane,Mount Lebanon,Apartment,400,4,4,590000
Bsalim,El Metn,Mount Lebanon,Apartment,175,3,3,550000
Bsalim,El Metn,Mount Lebanon,Apartment,175,3,3,350000
Halat,Jbeil,Mount Lebanon,Apartment,120,2,2,120000
Sarba,Kesrouane,Mount Lebanon,Apartment,400,4,5,900000
Gherfine,Jbeil,Mount Lebanon,Apartment,135,3,1,100000
Hboub,Jbeil,Mount Lebanon,Apartment,135,3,3,90000
Blat,Jbeil,Mount Lebanon,Apartment,142,3,3,300000
Hboub,Jbeil,Mount Lebanon,Apartment,268,4,4,245000
Hboub,Jbeil,Mount Lebanon,Apartment,168,3,3,170000
Hboub,Jbeil,Mount Lebanon,Apartment,168,3,3,160000
Hboub,Jbeil,Mount Lebanon,Apartment,120,2,2,115000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,165,3,2,120000
Jounieh,Kesrouane,Mount Lebanon,Apartment,145,3,2,135000
Aamchit,Jbeil,Mount Lebanon,Apartment,176,3,3,166000
Yarzeh,Baabda,Mount Lebanon,Apartment,450,4,5,1300000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,130,2,3,200000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,134,2,2,200000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,146,2,2,200000
Hboub,Jbeil,Mount Lebanon,Apartment,250,5,4,260000
Hboub,Jbeil,Mount Lebanon,Apartment,126,2,2,155000
Hboub,Jbeil,Mount Lebanon,Apartment,155,3,2,125000
Hboub,Jbeil,Mount Lebanon,Apartment,162,3,3,140000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,108,2,2,125000
Hboub,Jbeil,Mount Lebanon,Apartment,155,3,3,230000
Jbeil,Jbeil,Mount Lebanon,Apartment,183,2,3,140000
Halat,Jbeil,Mount Lebanon,Apartment,250,3,3,230000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,190,3,3,230000
Ain Saadeh,El Metn,Mount Lebanon,Apartment,195,3,3,350000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,270,3,4,300000
Horsh Tabet,El Metn,Mount Lebanon,Apartment,420,3,6,1000000
Hadath,Baabda,Mount Lebanon,Apartment,230,3,4,300000
okaybe,Kesrouane,Mount Lebanon,Apartment,100,2,2,95000
Hboub,Jbeil,Mount Lebanon,Apartment,150,2,2,202000
Hboub,Jbeil,Mount Lebanon,Apartment,115,3,3,155000
Blat,Jbeil,Mount Lebanon,Apartment,195,3,3,180000
Halat,Jbeil,Mount Lebanon,Apartment,290,3,3,180000
Basbina,Batroun,North,Apartment,230,4,4,400000
Hboub,Jbeil,Mount Lebanon,Apartment,175,3,3,175000
Bsalim,El Metn,Mount Lebanon,Apartment,230,5,5,550000
Mastita,Jbeil,Mount Lebanon,Apartment,125,2,2,155000
Bsalim,El Metn,Mount Lebanon,Apartment,220,3,3,360000
Aamchit,Jbeil,Mount Lebanon,Apartment,250,3,3,180000
Jbeil,Jbeil,Mount Lebanon,Apartment,167,3,2,130000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,185,3,3,160000
Fidar,Jbeil,Mount Lebanon,Apartment,185,3,3,225000
Jbeil,Jbeil,Mount Lebanon,Apartment,250,3,3,250000
Baabda,Baabda,Mount Lebanon,Apartment,340,3,4,1000000
Biakout,El Metn,Mount Lebanon,Apartment,135,2,1,130000
Blat,Jbeil,Mount Lebanon,Apartment,110,2,2,100000
Tabarja,Kesrouane,Mount Lebanon,Apartment,150,3,2,180000
Tabarja,Kesrouane,Mount Lebanon,Apartment,120,2,2,210000
Achrafieh,Beirut,Beirut,Apartment,383,4,4,1100000
Qartaboun,Jbeil,Mount Lebanon,Apartment,215,3,3,155000
Qartaboun,Jbeil,Mount Lebanon,Apartment,115,2,2,125000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,265,5,6,485000
Jbeil,Jbeil,Mount Lebanon,Apartment,193,2,3,400000
Adma,Kesrouane,Mount Lebanon,Apartment,208,3,4,575000
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,180,3,3,160000
Bsalim,El Metn,Mount Lebanon,Apartment,270,4,3,350000
Rabweh,El Metn,Mount Lebanon,Apartment,300,4,4,550000
Bsalim,El Metn,Mount Lebanon,Apartment,250,3,3,315000
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,140000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,320,4,6,650000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,300,5,7,950000
Blat,Jbeil,Mount Lebanon,Apartment,100,2,2,100000
okaybe,Kesrouane,Mount Lebanon,Apartment,150,3,2,100000
Aamchit,Jbeil,Mount Lebanon,Apartment,250,3,3,300000
Jbeil,Jbeil,Mount Lebanon,Apartment,280,6,5,350000
Halat,Jbeil,Mount Lebanon,Apartment,175,3,3,220000
Halat,Jbeil,Mount Lebanon,Apartment,220,3,3,340000
Antelias,El Metn,Mount Lebanon,Apartment,230,3,3,437000
Jal el Dib,El Metn,Mount Lebanon,Apartment,165,3,3,350000
Hboub,Jbeil,Mount Lebanon,Apartment,120,2,2,110000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,130,2,2,120000
Achrafieh,Beirut,Beirut,Apartment,100,1,1,300000
Kfaryassine,Kesrouane,Mount Lebanon,Apartment,175,3,3,180000
Mar Takla,Baabda,Mount Lebanon,Apartment,267,3,4,545000
Zikrit,El Metn,Mount Lebanon,Apartment,95,2,2,215000
Halat,Jbeil,Mount Lebanon,Apartment,312,4,3,550000
Aamchit,Jbeil,Mount Lebanon,Apartment,115,2,2,103000
Aamchit,Jbeil,Mount Lebanon,Apartment,124,2,2,130000
Blat,Jbeil,Mount Lebanon,Apartment,185,3,3,135000
Bouar,Kesrouane,Mount Lebanon,Apartment,180,3,4,135000
Bouar,Kesrouane,Mount Lebanon,Apartment,165,3,3,135000
Mtayleb,El Metn,Mount Lebanon,Apartment,260,3,4,525000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,330,3,3,325000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,370,3,5,725000
Jbeil,Jbeil,Mount Lebanon,Apartment,235,3,4,300000
Basbina,Batroun,North,Apartment,110,2,2,137500
Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,450,3,6,1150000
Rabweh,El Metn,Mount Lebanon,Apartment,200,3,3,420000
Antelias,El Metn,Mount Lebanon,Apartment,137,2,3,330000
Hboub,Jbeil,Mount Lebanon,Apartment,100,2,2,120000
chnaniir,Kesrouane,Mount Lebanon,Apartment,170,3,3,110000
Beit el Chaar,El Metn,Mount Lebanon,Apartment,250,3,4,570000
Beit el Chaar,El Metn,Mount Lebanon,Apartment,250,3,4,850000
Batroun,Batroun,North,Apartment,177,3,3,200000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,200,4,4,270000
Jbeil,Jbeil,Mount Lebanon,Apartment,185,3,3,150000
Blat,Jbeil,Mount Lebanon,Apartment,200,3,3,200000
Antelias,El Metn,Mount Lebanon,Apartment,218,3,3,275000
Okaybe,Kesrouane,Mount Lebanon,Apartment,170,3,3,140000
Blat,Jbeil,Mount Lebanon,Apartment,150,2,3,195000
Beit el Chaar,El Metn,Mount Lebanon,Apartment,285,3,3,580000
Zalka,El Metn,Mount Lebanon,Apartment,150,3,3,225000
Bouchrieh,El Metn,Mount Lebanon,Apartment,250,4,3,375000
Mtayleb,El Metn,Mount Lebanon,Apartment,255,3,3,435000
Rawda,El Metn,Mount Lebanon,Apartment,140,3,2,295000
Adma,Kesrouane,Mount Lebanon,Apartment,220,3,3,350000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,140,2,2,265000
Mtayleb,El Metn,Mount Lebanon,Apartment,300,4,5,685000
Hboub,Jbeil,Mount Lebanon,Apartment,195,3,4,150000
Jbeil,Jbeil,Mount Lebanon,Apartment,300,3,3,350000
Ghazir,Kesrouane,Mount Lebanon,Apartment,162,3,3,300000
Rabweh,El Metn,Mount Lebanon,Apartment,230,3,4,437000
Rabweh,El Metn,Mount Lebanon,Apartment,350,3,4,665000
Rabweh,El Metn,Mount Lebanon,Apartment,230,3,4,437000
Zalka,El Metn,Mount Lebanon,Apartment,153,3,3,285000
Blat,Jbeil,Mount Lebanon,Apartment,175,3,3,175000
Blat,Jbeil,Mount Lebanon,Apartment,165,3,3,165000
Aamchit,Jbeil,Mount Lebanon,Apartment,160,3,3,130000
Mtayleb,El Metn,Mount Lebanon,Apartment,340,3,4,750000
Bsalim,El Metn,Mount Lebanon,Apartment,200,3,4,310000
Blat,Jbeil,Mount Lebanon,Apartment,350,4,4,650000
Shayle,Kesrouane,Mount Lebanon,Apartment,190,3,3,120000
Halat,Jbeil,Mount Lebanon,Apartment,255,3,3,425000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,200,3,3,350000
Aamchit,Jbeil,Mount Lebanon,Apartment,140,3,2,160000
Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,150,3,3,260000
Halat,Jbeil,Mount Lebanon,Apartment,140,3,3,170000
Jbeil,Jbeil,Mount Lebanon,Apartment,200,3,3,200000
Kaslik,Kesrouane,Mount Lebanon,Apartment,275,3,3,330000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,106,2,2,170000
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,148,3,3,250000
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,240,3,4,440000
Blat,Jbeil,Mount Lebanon,Apartment,175,3,3,120000
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,237,4,5,457500
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,430,5,5,470000
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,245,4,5,367500
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,250,4,5,375000
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,295,4,5,540000
Achrafieh,Beirut,Beirut,Apartment,171,3,3,375000
Maameltein,Kesrouane,Mount Lebanon,Apartment,190,3,3,140000
Naccache,El Metn,Mount Lebanon,Apartment,147,3,2,270000
Rabweh,El Metn,Mount Lebanon,Apartment,224,3,3,600000
Bouar,Kesrouane,Mount Lebanon,Apartment,115,1,2,115000
Bouar,Kesrouane,Mount Lebanon,Apartment,135,2,2,135000
Aamchit,Jbeil,Mount Lebanon,Apartment,140,3,3,165000
Achrafieh,Beirut,Beirut,Apartment,140,3,3,350000
Mtayleb,El Metn,Mount Lebanon,Apartment,200,3,3,300000
Blat,Jbeil,Mount Lebanon,Apartment,120,2,2,100000
Hboub,Jbeil,Mount Lebanon,Apartment,195,3,3,225000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,190,3,4,342000
Beit el Chaar,El Metn,Mount Lebanon,Apartment,302,3,5,660000
Beit el Chaar,El Metn,Mount Lebanon,Apartment,210,3,5,420000
Dbayeh,El Metn,Mount Lebanon,Apartment,123,3,3,240000
Dbayeh,El Metn,Mount Lebanon,Apartment,103,2,2,175000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,225,3,3,150000
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,325,3,4,550000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,270,3,3,449000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,170,3,4,348000
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,170,3,3,437000
Fidar,Jbeil,Mount Lebanon,Apartment,260,3,3,399000
Elissar,El Metn,Mount Lebanon,Apartment,155,3,3,310000
Halat,Jbeil,Mount Lebanon,Apartment,200,3,3,255000
Beit el Chaar,El Metn,Mount Lebanon,Apartment,400,4,4,350000
Bsalim,El Metn,Mount Lebanon,Apartment,170,3,3,370000
Dbayeh,El Metn,Mount Lebanon,Apartment,145,3,3,230000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,175,3,3,280000
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,270,3,3,475000
Jdayel,Jbeil,Mount Lebanon,Apartment,240,4,3,185000
Rabieh,El Metn,Mount Lebanon,Apartment,570,4,6,1000000
Antelias,El Metn,Mount Lebanon,Apartment,220,3,2,350000
Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,200,3,2,225000
Naccache,El Metn,Mount Lebanon,Apartment,212,3,3,210000
chnaniir,Kesrouane,Mount Lebanon,Apartment,250,3,4,300000
Adma,Kesrouane,Mount Lebanon,Apartment,450,4,5,550000
Jbeil,Jbeil,Mount Lebanon,Apartment,185,3,4,200000
